enrollment_id,student_id,course_id,enrollment_date,enrollment_status,semester,year,final_grade,grade_points,attendance_rate,assignment_avg,exam_score,project_score,participation_score,total_score,feedback,created_at
1161,137,49,2025-11-01,registered,Fall,2025,,,84.86,73.95,86.73,91.33,99.56,85.32,N'Good work,showing consistent effort.',2025-12-05T23:12:47.6533333
1162,177,55,2025-10-30,withdrawn,Fall,2025,,,75.21,69.18,61.45,77.23,95.98,70.58,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.6566667
1163,292,75,2025-11-07,registered,Fall,2025,,,96.58,65.45,62.52,72.91,82.67,70.23,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.6566667
1164,46,28,2025-11-03,registered,Fall,2025,,,89.11,78.65,83.51,87.93,82.08,83.38,N'Good work,showing consistent effort.',2025-12-05T23:12:47.6600000
1165,205,50,2025-11-26,registered,Fall,2025,,,76.22,70.78,92.83,90.93,94.08,85.50,N'Good work,showing consistent effort.',2025-12-05T23:12:47.6600000
1166,250,86,2025-11-12,registered,Fall,2025,,,99.42,88.68,55.60,79.54,84.78,74.76,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.6633333
1167,58,25,2025-11-21,dropped,Fall,2025,,,92.85,71.32,80.53,78.64,95.25,80.65,N'Good work,showing consistent effort.',2025-12-05T23:12:47.6666667
1168,279,62,2025-11-16,registered,Fall,2025,,,78.75,70.54,68.74,93.44,91.36,76.16,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.6700000
1169,233,82,2025-12-04,registered,Fall,2025,,,79.28,87.39,81.69,78.26,80.12,82.20,N'Good work,showing consistent effort.',2025-12-05T23:12:47.6700000
1170,249,72,2025-10-23,registered,Fall,2025,,,94.71,68.85,82.75,92.95,93.21,83.05,N'Good work,showing consistent effort.',2025-12-05T23:12:47.6733333
1171,93,15,2025-10-07,registered,Fall,2025,,,75.23,79.46,90.55,84.73,82.74,84.59,N'Good work,showing consistent effort.',2025-12-05T23:12:47.6766667
1172,107,2,2025-10-11,registered,Fall,2025,,,85.48,73.50,73.78,83.30,93.65,78.30,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.6766667
1173,213,64,2025-11-18,registered,Fall,2025,,,89.52,87.79,86.93,82.99,88.12,86.93,N'Good work,showing consistent effort.',2025-12-05T23:12:47.6800000
1174,195,51,2025-10-10,registered,Fall,2025,,,92.07,94.83,65.15,70.59,82.98,77.86,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.6800000
1175,294,64,2025-12-05,registered,Fall,2025,,,91.63,97.90,68.87,71.80,93.00,81.26,N'Good work,showing consistent effort.',2025-12-05T23:12:47.6833333
1176,106,11,2025-11-02,registered,Fall,2025,,,98.69,89.85,62.57,84.91,93.83,79.48,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.6866667
1177,144,35,2025-11-17,registered,Fall,2025,,,92.01,83.36,80.18,73.26,88.44,81.95,N'Good work,showing consistent effort.',2025-12-05T23:12:47.6900000
1178,89,9,2025-11-20,dropped,Fall,2025,,,78.03,88.94,89.53,88.31,93.02,88.40,N'Good work,showing consistent effort.',2025-12-05T23:12:47.6900000
1179,174,40,2025-12-01,registered,Fall,2025,,,90.39,75.74,77.55,75.60,81.54,78.49,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.6933333
1180,97,16,2025-10-13,registered,Fall,2025,,,80.01,80.20,56.20,96.60,91.25,74.15,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.6966667
1181,96,18,2025-10-16,registered,Fall,2025,,,98.24,80.42,68.78,82.76,91.36,78.99,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7000000
1182,107,26,2025-10-13,registered,Fall,2025,,,86.61,66.46,80.24,77.20,97.17,78.67,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7000000
1183,117,28,2025-10-25,registered,Fall,2025,,,90.12,89.11,57.74,78.72,86.54,74.85,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7033333
1184,194,55,2025-11-27,registered,Fall,2025,,,86.03,85.70,77.36,89.16,88.64,83.21,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7066667
1185,152,42,2025-10-23,registered,Fall,2025,,,79.90,66.10,60.27,97.79,92.46,72.54,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7100000
1186,46,9,2025-10-29,registered,Fall,2025,,,84.59,74.18,82.23,88.31,88.98,82.04,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7100000
1187,99,4,2025-10-24,registered,Fall,2025,,,89.95,67.40,90.54,72.62,89.38,81.89,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7133333
1188,164,57,2025-11-25,registered,Fall,2025,,,88.77,99.95,86.34,82.72,81.04,88.91,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7133333
1189,86,16,2025-12-05,registered,Fall,2025,,,93.91,75.75,73.16,88.04,85.02,79.30,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7166667
1190,85,6,2025-11-21,registered,Fall,2025,,,82.72,99.76,92.47,80.14,93.26,91.55,N'Excellent performance,keep it up!',2025-12-05T23:12:47.7200000
1191,187,40,2025-11-17,registered,Fall,2025,,,98.01,88.60,56.35,89.93,94.39,77.42,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7233333
1192,182,33,2025-11-15,registered,Fall,2025,,,80.67,90.02,72.40,72.04,87.34,79.07,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7233333
1193,233,71,2025-10-24,withdrawn,Fall,2025,,,92.36,65.65,57.80,87.37,82.21,70.10,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7266667
1194,162,52,2025-11-20,registered,Fall,2025,,,97.13,73.55,82.07,71.50,92.23,80.88,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7300000
1195,279,79,2025-11-11,registered,Fall,2025,,,88.65,95.16,64.08,82.17,89.02,79.51,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7300000
1196,299,75,2025-11-03,registered,Fall,2025,,,76.00,90.00,63.25,77.81,91.21,76.19,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7333333
1197,96,21,2025-10-23,withdrawn,Fall,2025,,,92.49,76.19,71.71,86.00,87.06,78.59,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7366667
1198,115,10,2025-10-07,registered,Fall,2025,,,78.79,90.28,99.02,91.44,84.09,92.18,N'Excellent performance,keep it up!',2025-12-05T23:12:47.7400000
1199,195,57,2025-11-01,registered,Fall,2025,,,91.09,75.43,76.50,71.41,82.98,77.58,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7400000
1200,154,57,2025-11-25,registered,Fall,2025,,,88.06,74.92,61.84,95.42,99.36,76.52,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7433333
1201,138,33,2025-10-21,registered,Fall,2025,,,82.94,66.69,68.75,83.98,99.76,75.04,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7466667
1202,51,15,2025-11-29,registered,Fall,2025,,,95.02,94.08,78.82,73.01,95.05,85.01,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7466667
1203,170,60,2025-11-24,registered,Fall,2025,,,84.80,86.89,77.22,70.31,86.28,80.27,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7500000
1204,288,77,2025-11-20,registered,Fall,2025,,,91.50,82.30,96.18,81.99,93.36,89.83,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7533333
1205,90,1,2025-11-18,registered,Fall,2025,,,99.71,79.78,57.94,90.21,82.71,74.89,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7533333
1206,174,58,2025-11-04,registered,Fall,2025,,,86.60,66.58,68.63,97.26,89.01,76.25,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7566667
1207,136,44,2025-11-23,registered,Fall,2025,,,97.64,95.86,62.89,71.77,97.30,79.38,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7600000
1208,126,46,2025-10-27,registered,Fall,2025,,,78.28,91.73,80.18,78.01,96.60,84.19,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7600000
1209,235,72,2025-12-05,registered,Fall,2025,,,78.46,68.89,82.06,76.91,95.43,78.97,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7633333
1210,139,33,2025-10-24,registered,Fall,2025,,,87.57,79.64,66.77,90.30,94.30,78.35,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7666667
1211,65,14,2025-11-11,dropped,Fall,2025,,,94.83,99.50,65.90,89.71,94.19,83.59,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7700000
1212,244,83,2025-10-21,registered,Fall,2025,,,82.69,96.25,85.93,82.03,90.79,88.09,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7700000
1213,12,23,2025-11-18,registered,Fall,2025,,,87.65,96.40,92.44,75.95,98.98,91.13,N'Excellent performance,keep it up!',2025-12-05T23:12:47.7733333
1214,68,17,2025-10-14,registered,Fall,2025,,,92.71,84.45,74.76,87.70,85.88,82.03,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7766667
1215,178,51,2025-11-04,registered,Fall,2025,,,95.67,68.11,83.30,99.88,83.92,83.29,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7800000
1216,232,63,2025-10-13,registered,Fall,2025,,,88.32,79.16,69.52,76.36,96.62,77.55,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7800000
1217,206,46,2025-11-27,registered,Fall,2025,,,84.73,84.26,68.27,97.52,82.43,79.72,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7833333
1218,236,66,2025-11-26,withdrawn,Fall,2025,,,75.87,95.22,73.41,76.08,93.75,81.54,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7866667
1219,238,63,2025-11-06,registered,Fall,2025,,,82.22,90.12,87.99,70.76,82.61,84.82,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7900000
1220,269,73,2025-11-11,registered,Fall,2025,,,78.30,90.42,73.58,86.78,84.93,81.38,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7933333
1221,179,32,2025-10-14,registered,Fall,2025,,,88.44,79.95,70.58,87.91,82.64,78.51,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.7933333
1222,180,33,2025-12-01,registered,Fall,2025,,,77.96,91.67,71.20,91.63,95.72,82.51,N'Good work,showing consistent effort.',2025-12-05T23:12:47.7966667
1223,73,13,2025-11-09,registered,Fall,2025,,,98.30,94.41,74.97,80.99,84.41,84.01,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8000000
1224,109,29,2025-10-25,registered,Fall,2025,,,79.50,87.30,60.77,98.51,95.90,78.45,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8033333
1225,261,66,2025-10-26,registered,Fall,2025,,,84.01,91.01,93.14,96.72,96.34,92.55,N'Excellent performance,keep it up!',2025-12-05T23:12:47.8066667
1226,244,87,2025-11-06,registered,Fall,2025,,,78.77,66.28,74.02,76.58,88.88,74.43,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8100000
1227,146,50,2025-11-02,registered,Fall,2025,,,96.43,99.56,67.39,75.32,86.01,81.39,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8100000
1228,298,66,2025-11-19,registered,Fall,2025,,,75.33,65.55,88.48,92.13,88.63,82.00,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8133333
1229,141,38,2025-11-23,registered,Fall,2025,,,89.52,80.61,58.02,72.32,84.83,71.64,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8166667
1230,159,49,2025-11-11,registered,Fall,2025,,,84.23,66.80,56.89,78.29,97.81,69.40,Needs to put more effort into assignments.,2025-12-05T23:12:47.8166667
1231,261,87,2025-11-19,registered,Fall,2025,,,99.18,81.96,66.41,88.85,90.27,79.33,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8200000
1232,273,62,2025-10-07,withdrawn,Fall,2025,,,84.66,79.49,89.48,72.89,87.06,83.77,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8233333
1233,259,77,2025-11-13,registered,Fall,2025,,,89.89,89.71,70.04,86.03,92.81,81.62,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8266667
1234,209,59,2025-10-15,registered,Fall,2025,,,80.50,81.88,60.70,73.06,88.42,72.60,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8266667
1235,122,59,2025-11-09,registered,Fall,2025,,,88.93,89.97,57.64,73.75,81.24,73.63,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8300000
1236,239,62,2025-11-12,registered,Fall,2025,,,92.65,70.87,62.88,70.87,95.01,72.27,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8300000
1237,207,41,2025-11-11,registered,Fall,2025,,,76.08,75.12,97.27,96.75,95.61,89.37,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8333333
1238,292,71,2025-11-15,registered,Fall,2025,,,76.83,89.87,66.99,74.14,89.58,77.03,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8366667
1239,59,24,2025-10-25,registered,Fall,2025,,,98.16,78.88,73.98,83.14,90.43,80.64,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8400000
1240,41,23,2025-10-16,registered,Fall,2025,,,79.72,81.28,65.33,94.28,87.41,77.31,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8400000
1241,87,25,2025-11-21,registered,Fall,2025,,,79.83,95.42,83.11,87.10,87.23,86.87,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8433333
1242,258,81,2025-11-03,registered,Fall,2025,,,84.38,73.03,88.15,97.69,84.65,85.07,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8466667
1243,159,47,2025-11-26,registered,Fall,2025,,,92.68,70.35,66.96,74.17,91.01,73.87,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8466667
1244,241,67,2025-11-28,registered,Fall,2025,,,94.94,92.10,85.20,83.58,81.27,87.26,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8500000
1245,26,30,2025-11-03,registered,Fall,2025,,,86.33,67.36,73.77,88.46,82.48,76.50,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8533333
1246,152,38,2025-10-16,registered,Fall,2025,,,96.37,94.48,88.02,82.70,96.06,90.48,N'Excellent performance,keep it up!',2025-12-05T23:12:47.8533333
1247,130,42,2025-12-04,registered,Fall,2025,,,94.75,86.05,97.81,90.55,92.73,92.97,N'Excellent performance,keep it up!',2025-12-05T23:12:47.8600000
1248,117,7,2025-10-08,registered,Fall,2025,,,94.61,94.52,93.20,79.82,94.22,91.77,N'Excellent performance,keep it up!',2025-12-05T23:12:47.8600000
1249,34,24,2025-10-31,registered,Fall,2025,,,88.84,71.49,63.49,89.32,95.58,75.11,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8633333
1250,14,7,2025-11-06,registered,Fall,2025,,,78.29,93.84,74.92,70.11,86.43,80.42,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8666667
1251,162,36,2025-10-08,dropped,Fall,2025,,,88.16,77.78,98.76,97.30,94.40,91.80,N'Excellent performance,keep it up!',2025-12-05T23:12:47.8666667
1252,146,39,2025-11-03,registered,Fall,2025,,,82.97,69.67,74.52,78.92,96.27,76.99,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8700000
1253,254,81,2025-12-04,registered,Fall,2025,,,94.44,85.73,74.62,92.43,93.54,83.94,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8733333
1254,236,87,2025-11-27,registered,Fall,2025,,,81.77,88.45,66.93,98.09,96.57,81.43,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8733333
1255,109,12,2025-11-22,registered,Fall,2025,,,94.58,71.61,92.28,93.04,91.22,87.35,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8766667
1256,298,81,2025-10-20,registered,Fall,2025,,,97.10,93.83,85.80,74.85,80.15,86.73,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8800000
1257,136,55,2025-10-15,registered,Fall,2025,,,94.26,69.99,80.93,94.44,88.38,82.30,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8800000
1258,158,34,2025-11-17,registered,Fall,2025,,,94.72,87.26,70.55,95.18,98.34,83.62,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8833333
1259,188,60,2025-11-24,registered,Fall,2025,,,87.78,83.75,72.76,73.89,86.16,78.52,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.8866667
1260,103,6,2025-11-14,registered,Fall,2025,,,86.98,98.76,96.50,97.43,92.70,95.87,N'Excellent performance,keep it up!',2025-12-05T23:12:47.8900000
1261,70,27,2025-10-27,registered,Fall,2025,,,75.63,71.31,96.24,85.99,84.01,85.19,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8900000
1262,170,52,2025-11-20,registered,Fall,2025,,,98.99,88.76,92.09,81.35,83.28,89.46,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8933333
1263,89,14,2025-10-07,registered,Fall,2025,,,98.52,81.77,91.19,96.51,90.62,90.31,N'Excellent performance,keep it up!',2025-12-05T23:12:47.8933333
1264,59,15,2025-10-26,registered,Fall,2025,,,85.70,98.36,65.35,82.24,86.37,80.27,N'Good work,showing consistent effort.',2025-12-05T23:12:47.8966667
1265,150,59,2025-11-13,registered,Fall,2025,,,75.46,76.70,96.35,77.90,90.31,85.98,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9000000
1266,80,10,2025-12-03,registered,Fall,2025,,,93.95,97.55,72.63,95.42,98.28,86.98,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9033333
1267,109,8,2025-10-19,registered,Fall,2025,,,99.66,90.32,90.90,90.40,96.80,92.15,N'Excellent performance,keep it up!',2025-12-05T23:12:47.9066667
1268,80,28,2025-10-09,registered,Fall,2025,,,91.73,95.11,77.81,84.48,86.93,85.44,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9066667
1269,187,31,2025-11-24,registered,Fall,2025,,,95.39,80.74,64.52,85.55,95.46,77.91,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.9100000
1270,94,3,2025-11-18,registered,Fall,2025,,,95.17,76.61,87.56,95.50,80.19,86.04,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9133333
1271,113,2,2025-10-22,registered,Fall,2025,,,95.01,80.97,83.61,97.56,99.06,87.73,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9133333
1272,22,2,2025-11-24,registered,Fall,2025,,,80.17,73.45,95.12,94.23,95.05,88.07,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9166667
1273,104,6,2025-11-01,registered,Fall,2025,,,90.35,93.62,91.89,78.67,89.03,89.90,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9200000
1274,75,12,2025-10-28,dropped,Fall,2025,,,83.07,79.75,60.92,71.44,89.53,72.28,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.9233333
1275,289,69,2025-10-09,registered,Fall,2025,,,83.91,94.12,76.50,78.82,94.75,83.82,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9233333
1276,58,6,2025-10-07,registered,Fall,2025,,,89.55,81.52,96.16,98.40,87.10,91.27,N'Excellent performance,keep it up!',2025-12-05T23:12:47.9266667
1277,127,51,2025-10-17,registered,Fall,2025,,,80.25,66.60,90.10,76.26,99.69,82.12,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9300000
1278,206,32,2025-10-22,registered,Fall,2025,,,96.30,83.44,69.25,88.59,86.70,80.15,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9300000
1279,95,24,2025-11-27,registered,Fall,2025,,,85.87,91.28,95.99,88.68,91.95,92.30,N'Excellent performance,keep it up!',2025-12-05T23:12:47.9333333
1280,235,83,2025-11-20,registered,Fall,2025,,,95.84,69.09,71.69,85.54,82.53,76.62,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.9366667
1281,236,84,2025-10-31,registered,Fall,2025,,,97.47,95.37,87.83,71.19,85.54,87.95,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9400000
1282,176,40,2025-12-03,registered,Fall,2025,,,94.78,74.14,74.34,99.85,96.09,82.34,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9400000
1283,162,44,2025-11-24,registered,Fall,2025,,,79.54,72.47,66.54,76.79,82.19,72.43,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.9433333
1284,37,5,2025-11-20,registered,Fall,2025,,,81.64,83.70,89.25,90.17,80.95,86.41,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9433333
1285,72,4,2025-10-30,registered,Fall,2025,,,94.82,81.84,97.93,77.02,94.22,90.09,N'Excellent performance,keep it up!',2025-12-05T23:12:47.9466667
1286,23,14,2025-12-02,registered,Fall,2025,,,94.23,67.85,99.62,83.54,84.30,87.19,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9500000
1287,249,69,2025-11-14,registered,Fall,2025,,,75.64,65.96,70.55,89.57,84.11,74.12,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.9500000
1288,125,31,2025-11-29,dropped,Fall,2025,,,98.01,92.13,98.68,85.04,95.15,94.58,N'Excellent performance,keep it up!',2025-12-05T23:12:47.9533333
1289,264,76,2025-10-23,registered,Fall,2025,,,78.05,72.23,91.80,92.77,91.34,85.63,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9566667
1290,213,69,2025-10-25,registered,Fall,2025,,,75.09,82.81,80.25,71.98,89.69,80.08,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9600000
1291,173,31,2025-11-24,registered,Fall,2025,,,92.82,95.16,97.66,70.58,80.66,90.79,N'Excellent performance,keep it up!',2025-12-05T23:12:47.9600000
1292,95,15,2025-10-29,registered,Fall,2025,,,98.36,82.28,88.27,96.91,99.92,90.24,N'Excellent performance,keep it up!',2025-12-05T23:12:47.9633333
1293,280,79,2025-11-28,registered,Fall,2025,,,80.30,92.57,97.66,88.21,94.68,92.94,N'Excellent performance,keep it up!',2025-12-05T23:12:47.9666667
1294,117,29,2025-10-10,registered,Fall,2025,,,98.19,79.42,59.87,72.68,88.68,73.39,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.9700000
1295,6,28,2025-11-20,dropped,Fall,2025,,,95.23,79.26,73.89,75.91,98.62,80.14,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9700000
1296,83,7,2025-10-24,registered,Fall,2025,,,98.16,79.67,93.32,98.09,85.90,90.37,N'Excellent performance,keep it up!',2025-12-05T23:12:47.9733333
1297,43,16,2025-10-13,registered,Fall,2025,,,81.33,95.17,66.89,81.67,90.00,79.93,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.9766667
1298,280,65,2025-11-02,registered,Fall,2025,,,85.71,71.86,99.57,91.94,97.42,89.90,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9766667
1299,66,27,2025-12-02,registered,Fall,2025,,,89.80,80.59,84.48,99.16,87.89,86.58,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9800000
1300,69,26,2025-10-29,withdrawn,Fall,2025,,,85.77,86.34,69.82,95.10,96.00,81.96,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9833333
1301,163,32,2025-11-27,withdrawn,Fall,2025,,,77.06,90.28,92.07,86.55,96.74,89.76,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9866667
1302,247,66,2025-10-25,registered,Fall,2025,,,82.16,68.58,70.37,84.96,95.97,75.85,N'Satisfactory,room for improvement.',2025-12-05T23:12:47.9866667
1303,163,40,2025-10-25,registered,Fall,2025,,,88.35,68.04,95.66,82.55,93.33,85.82,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9900000
1304,292,83,2025-10-22,registered,Fall,2025,,,76.24,79.23,79.84,84.29,88.16,80.83,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9900000
1305,300,90,2025-11-29,registered,Fall,2025,,,98.66,85.66,93.99,80.28,83.30,89.25,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9933333
1306,74,14,2025-11-17,registered,Fall,2025,,,91.00,84.64,83.26,84.78,98.60,86.14,N'Good work,showing consistent effort.',2025-12-05T23:12:47.9966667
1307,81,3,2025-11-14,registered,Fall,2025,,,94.77,68.83,74.15,94.46,93.66,79.88,N'Satisfactory,room for improvement.',2025-12-05T23:12:48.0000000
1308,2,24,2025-11-17,registered,Fall,2025,,,95.28,77.34,65.92,73.92,92.75,75.59,N'Satisfactory,room for improvement.',2025-12-05T23:12:48.0000000
1309,185,59,2025-12-05,registered,Fall,2025,,,88.25,93.23,87.17,90.70,86.78,89.28,N'Good work,showing consistent effort.',2025-12-05T23:12:48.0033333
1310,213,86,2025-10-28,registered,Fall,2025,,,75.04,67.71,74.61,92.98,87.37,76.96,N'Satisfactory,room for improvement.',2025-12-05T23:12:48.0066667
1311,96,29,2025-11-17,registered,Fall,2025,,,77.64,68.02,55.53,88.18,92.50,69.46,Needs to put more effort into assignments.,2025-12-05T23:12:48.0100000
1312,156,35,2025-10-16,registered,Fall,2025,,,80.14,81.27,97.72,75.92,99.32,88.74,N'Good work,showing consistent effort.',2025-12-05T23:12:48.0100000
1313,33,17,2025-11-01,registered,Fall,2025,,,98.28,97.92,85.44,97.66,97.13,92.85,N'Excellent performance,keep it up!',2025-12-05T23:12:48.0133333
1314,114,12,2025-11-08,registered,Fall,2025,,,79.99,69.69,95.83,89.62,91.27,86.32,N'Good work,showing consistent effort.',2025-12-05T23:12:48.0166667
1315,145,34,2025-10-30,withdrawn,Fall,2025,,,89.44,86.08,63.89,79.76,95.40,77.52,N'Satisfactory,room for improvement.',2025-12-05T23:12:48.0166667
1316,243,63,2025-12-03,registered,Fall,2025,,,80.01,68.62,85.99,91.07,83.98,81.61,N'Good work,showing consistent effort.',2025-12-05T23:12:48.0200000
1317,211,75,2025-11-19,registered,Fall,2025,,,95.86,93.73,96.36,73.71,80.20,90.64,N'Excellent performance,keep it up!',2025-12-05T23:12:48.0233333
1318,55,13,2025-11-27,registered,Fall,2025,,,77.78,91.86,84.33,94.24,80.68,86.68,N'Good work,showing consistent effort.',2025-12-05T23:12:48.0233333
1319,174,34,2025-11-15,registered,Fall,2025,,,88.68,93.71,56.91,84.75,85.03,76.28,N'Satisfactory,room for improvement.',2025-12-05T23:12:48.0266667
1320,280,66,2025-11-28,registered,Fall,2025,,,85.99,95.19,81.61,88.64,83.19,86.66,N'Good work,showing consistent effort.',2025-12-05T23:12:48.0300000
1321,274,64,2025-11-19,registered,Fall,2025,,,84.64,65.96,67.97,89.98,80.02,73.64,N'Satisfactory,room for improvement.',2025-12-05T23:12:48.0300000
1322,278,80,2025-12-05,dropped,Fall,2025,,,79.27,84.36,77.97,86.00,98.01,82.91,N'Good work,showing consistent effort.',2025-12-05T23:12:48.0333333
1323,113,21,2025-10-24,registered,Fall,2025,,,75.12,67.88,88.67,79.11,81.93,80.01,N'Good work,showing consistent effort.',2025-12-05T23:12:48.0366667
1324,186,54,2025-10-27,registered,Fall,2025,,,99.01,66.62,81.82,81.97,80.10,79.59,N'Satisfactory,room for improvement.',2025-12-05T23:12:48.0400000
1325,193,37,2025-11-25,registered,Fall,2025,,,90.41,99.54,86.45,87.09,81.85,89.75,N'Good work,showing consistent effort.',2025-12-05T23:12:48.0400000
1326,83,24,2025-10-24,registered,Fall,2025,,,78.96,91.49,77.38,71.32,85.46,80.96,N'Good work,showing consistent effort.',2025-12-05T23:12:48.0433333
1327,68,28,2025-10-22,registered,Fall,2025,,,97.09,71.55,85.33,77.58,94.92,82.86,N'Good work,showing consistent effort.',2025-12-05T23:12:48.0466667
1328,211,80,2025-11-03,registered,Fall,2025,,,86.94,95.57,62.79,74.16,95.95,78.42,N'Satisfactory,room for improvement.',2025-12-05T23:12:48.0466667
