record_id,student_id,course_id,semester,year,grade,grade_points,status,credits_earned,created_at
3759,112,23,Spring,2021,B,3.00,completed,3,2025-06-01T23:12:43.4933333
3760,3,28,Fall,2023,D,1.00,completed,0,2025-09-13T23:12:43.4933333
3761,296,76,Fall,2023,C,2.00,completed,4,2025-07-23T23:12:43.4933333
3762,196,49,Fall,2022,C+,2.70,completed,4,2024-08-26T23:12:43.4933333
3763,87,30,Fall,2024,C,2.00,completed,5,2024-10-31T23:12:43.4966667
3764,200,31,Fall,2021,C,2.00,completed,4,2025-08-05T23:12:43.4966667
3765,159,38,Spring,2023,C+,2.70,completed,4,2025-01-31T23:12:43.4966667
3766,283,69,Fall,2023,B,3.00,completed,4,2025-11-07T23:12:43.5000000
3767,207,51,Spring,2024,D,1.00,completed,0,2024-12-01T23:12:43.5000000
3768,117,17,Fall,2022,C,2.00,completed,3,2025-06-03T23:12:43.5000000
3769,55,5,Fall,2023,C,2.00,completed,4,2024-11-21T23:12:43.5033333
3770,278,86,Spring,2021,C,2.00,completed,5,2025-11-30T23:12:43.5033333
3771,102,22,Fall,2022,C+,2.70,completed,5,2025-04-27T23:12:43.5033333
3772,22,18,Fall,2024,F,0.00,completed,0,2025-03-28T23:12:43.5066667
3773,146,52,Fall,2024,B+,3.50,completed,3,2024-11-05T23:12:43.5066667
3774,142,51,Fall,2023,C,2.00,completed,5,2025-03-12T23:12:43.5066667
3775,132,33,Spring,2024,A,4.00,completed,4,2025-09-14T23:12:43.5100000
3776,87,3,Spring,2023,B+,3.50,completed,4,2025-10-09T23:12:43.5100000
3777,286,77,Spring,2023,D,1.00,completed,0,2024-12-27T23:12:43.5100000
3778,36,28,Spring,2022,C+,2.70,completed,5,2025-11-26T23:12:43.5133333
3779,51,21,Spring,2021,B+,3.50,completed,5,2025-04-19T23:12:43.5133333
3780,175,59,Spring,2021,C+,2.70,completed,3,2025-08-04T23:12:43.5133333
3781,244,76,Fall,2021,B,3.00,completed,4,2024-11-18T23:12:43.5166667
3782,78,14,Fall,2021,D,1.00,completed,0,2025-06-16T23:12:43.5166667
3783,109,28,Fall,2021,D,1.00,completed,0,2025-04-27T23:12:43.5166667
3784,50,7,Spring,2022,A,4.00,completed,4,2025-09-07T23:12:43.5200000
3785,157,60,Spring,2024,F,0.00,completed,0,2024-11-22T23:12:43.5200000
3786,160,33,Spring,2024,D,1.00,completed,0,2025-02-17T23:12:43.5200000
3787,128,49,Spring,2021,B+,3.50,completed,4,2025-10-23T23:12:43.5200000
3788,293,90,Spring,2022,D,1.00,completed,0,2024-10-10T23:12:43.5233333
3789,50,13,Fall,2022,B,3.00,completed,3,2024-09-05T23:12:43.5233333
3790,70,25,Fall,2022,C+,2.70,completed,5,2024-12-15T23:12:43.5233333
3791,213,71,Spring,2022,C+,2.70,completed,4,2025-01-17T23:12:43.5266667
3792,95,10,Fall,2022,C+,2.70,completed,4,2025-06-16T23:12:43.5266667
3793,84,7,Spring,2023,C,2.00,completed,4,2025-03-17T23:12:43.5266667
3794,189,51,Spring,2023,C,2.00,completed,5,2024-08-29T23:12:43.5300000
3795,137,34,Fall,2022,A,4.00,completed,4,2025-01-22T23:12:43.5300000
3796,104,15,Spring,2021,A,4.00,completed,4,2025-03-06T23:12:43.5300000
3797,175,37,Fall,2021,D,1.00,completed,0,2024-09-13T23:12:43.5300000
3798,123,59,Spring,2023,F,0.00,completed,0,2024-11-09T23:12:43.5333333
3799,229,70,Spring,2021,C+,2.70,completed,4,2025-09-15T23:12:43.5333333
3800,102,7,Fall,2021,D,1.00,completed,0,2025-01-11T23:12:43.5366667
3801,218,76,Spring,2024,D,1.00,completed,0,2025-07-24T23:12:43.5366667
3802,253,69,Fall,2024,D,1.00,completed,0,2025-01-14T23:12:43.5400000
3803,47,17,Spring,2024,C,2.00,completed,3,2025-01-13T23:12:43.5400000
3804,288,80,Spring,2021,B,3.00,completed,4,2024-08-27T23:12:43.5400000
3805,28,25,Fall,2021,D,1.00,completed,0,2025-03-29T23:12:43.5400000
3806,190,57,Spring,2024,C+,2.70,completed,5,2025-09-12T23:12:43.5400000
3807,192,39,Spring,2022,B+,3.50,completed,4,2025-12-05T23:12:43.5433333
3808,242,77,Spring,2021,C,2.00,completed,4,2025-03-02T23:12:43.5433333
3809,259,73,Fall,2021,C,2.00,completed,3,2025-08-01T23:12:43.5466667
3810,227,61,Spring,2023,B,3.00,completed,4,2025-07-11T23:12:43.5466667
3811,159,56,Fall,2022,C,2.00,completed,5,2024-12-20T23:12:43.5466667
3812,65,2,Spring,2024,C,2.00,completed,4,2024-12-24T23:12:43.5466667
3813,165,39,Fall,2024,B+,3.50,completed,4,2025-05-05T23:12:43.5500000
3814,237,80,Fall,2022,F,0.00,completed,0,2024-11-14T23:12:43.5500000
3815,283,83,Fall,2024,C+,2.70,completed,5,2025-04-12T23:12:43.5500000
3816,238,90,Fall,2023,C+,2.70,completed,5,2025-10-22T23:12:43.5500000
3817,37,23,Spring,2023,A,4.00,completed,3,2024-12-17T23:12:43.5533333
3818,166,47,Fall,2024,C,2.00,completed,4,2024-12-15T23:12:43.5533333
3819,86,3,Spring,2022,B+,3.50,completed,4,2025-06-05T23:12:43.5566667
3820,140,46,Spring,2021,C+,2.70,completed,4,2024-12-25T23:12:43.5566667
3821,94,20,Spring,2022,C,2.00,completed,3,2025-08-17T23:12:43.5566667
3822,186,45,Spring,2024,C+,2.70,completed,4,2025-09-13T23:12:43.5600000
3823,206,47,Fall,2023,C+,2.70,completed,4,2025-03-25T23:12:43.5600000
3824,267,73,Spring,2022,C,2.00,completed,3,2025-01-25T23:12:43.5600000
3825,200,48,Fall,2021,D,1.00,completed,0,2024-10-24T23:12:43.5600000
3826,257,70,Spring,2022,C,2.00,completed,4,2025-06-24T23:12:43.5600000
3827,188,33,Fall,2023,C+,2.70,completed,4,2025-06-22T23:12:43.5633333
3828,205,31,Spring,2021,C,2.00,completed,4,2025-11-16T23:12:43.5633333
3829,47,2,Spring,2023,C+,2.70,completed,4,2025-10-18T23:12:43.5633333
3830,226,71,Fall,2022,C+,2.70,completed,4,2025-11-22T23:12:43.5633333
3831,163,52,Fall,2021,A,4.00,completed,3,2024-08-18T23:12:43.5666667
3832,190,37,Fall,2023,B,3.00,completed,4,2024-08-24T23:12:43.5666667
3833,279,87,Spring,2024,B,3.00,completed,5,2025-08-26T23:12:43.5700000
3834,141,52,Spring,2021,B,3.00,completed,3,2025-03-28T23:12:43.5700000
3835,34,13,Spring,2021,C,2.00,completed,3,2025-10-23T23:12:43.5700000
3836,145,54,Spring,2021,C+,2.70,completed,3,2025-04-01T23:12:43.5700000
3837,149,35,Fall,2021,C,2.00,completed,4,2025-04-12T23:12:43.5733333
3838,254,68,Spring,2021,C,2.00,completed,4,2025-07-30T23:12:43.5733333
3839,223,84,Spring,2023,F,0.00,completed,0,2025-03-27T23:12:43.5733333
3840,4,7,Fall,2021,C+,2.70,completed,4,2025-11-01T23:12:43.5766667
3841,154,31,Fall,2021,C+,2.70,completed,4,2025-07-07T23:12:43.5766667
3842,140,54,Spring,2021,C+,2.70,completed,3,2025-06-27T23:12:43.5766667
3843,108,25,Fall,2021,C+,2.70,completed,5,2025-03-04T23:12:43.5800000
3844,130,55,Fall,2022,C,2.00,completed,3,2024-11-13T23:12:43.5800000
3845,43,24,Fall,2024,F,0.00,completed,0,2024-09-26T23:12:43.5800000
3846,194,47,Fall,2021,C+,2.70,completed,4,2025-07-28T23:12:43.5800000
3847,258,80,Fall,2023,B,3.00,completed,4,2024-12-07T23:12:43.5833333
3848,133,37,Fall,2024,C+,2.70,completed,4,2025-06-22T23:12:43.5833333
3849,218,70,Spring,2022,C+,2.70,completed,4,2025-01-03T23:12:43.5833333
3850,2,1,Fall,2023,C+,2.70,completed,4,2024-11-03T23:12:43.5866667
3851,147,43,Spring,2023,C+,2.70,completed,3,2024-09-01T23:12:43.5900000
3852,160,37,Fall,2021,C+,2.70,completed,4,2025-07-08T23:12:43.5900000
3853,260,84,Fall,2022,C+,2.70,completed,3,2025-08-02T23:12:43.5900000
3854,157,50,Spring,2021,B+,3.50,completed,4,2024-11-15T23:12:43.5900000
3855,19,14,Spring,2023,F,0.00,completed,0,2025-11-13T23:12:43.5933333
3856,127,39,Fall,2023,C,2.00,completed,4,2025-04-05T23:12:43.5933333
3857,111,20,Fall,2023,B,3.00,completed,3,2025-01-01T23:12:43.5933333
3858,30,4,Fall,2024,A,4.00,completed,4,2025-09-07T23:12:43.5966667
3859,77,26,Fall,2024,C,2.00,completed,5,2025-09-12T23:12:43.5966667
3860,185,41,Fall,2023,C+,2.70,completed,4,2025-05-18T23:12:43.5966667
3861,69,20,Fall,2021,A,4.00,completed,3,2025-07-16T23:12:43.6000000
3862,8,6,Fall,2024,C,2.00,completed,4,2025-04-03T23:12:43.6000000
3863,92,18,Fall,2023,C,2.00,completed,4,2025-07-02T23:12:43.6000000
3864,238,70,Spring,2023,C+,2.70,completed,4,2024-08-22T23:12:43.6000000
3865,44,28,Spring,2023,C+,2.70,completed,5,2024-10-09T23:12:43.6033333
3866,189,39,Fall,2024,A,4.00,completed,4,2025-01-21T23:12:43.6033333
3867,53,12,Spring,2024,C+,2.70,completed,4,2025-09-19T23:12:43.6033333
3868,262,67,Fall,2023,C,2.00,completed,4,2025-01-18T23:12:43.6066667
3869,278,61,Fall,2023,C,2.00,completed,4,2025-07-24T23:12:43.6066667
3870,296,66,Spring,2024,C+,2.70,completed,4,2025-10-13T23:12:43.6066667
3871,53,28,Spring,2023,A,4.00,completed,5,2025-12-05T23:12:43.6100000
3872,3,25,Fall,2021,B,3.00,completed,5,2024-10-09T23:12:43.6100000
3873,24,10,Spring,2021,C,2.00,completed,4,2025-10-08T23:12:43.6100000
3874,52,24,Fall,2022,D,1.00,completed,0,2025-01-30T23:12:43.6100000
3875,230,85,Fall,2021,D,1.00,completed,0,2024-07-30T23:12:43.6133333
3876,23,20,Fall,2024,C+,2.70,completed,3,2025-01-16T23:12:43.6133333
3877,115,21,Fall,2023,C+,2.70,completed,5,2025-04-13T23:12:43.6133333
3878,201,37,Spring,2022,F,0.00,completed,0,2025-08-20T23:12:43.6166667
3879,21,27,Spring,2024,C+,2.70,completed,3,2025-07-16T23:12:43.6166667
3880,39,21,Spring,2024,C,2.00,completed,5,2024-09-22T23:12:43.6200000
3881,198,38,Spring,2021,D,1.00,completed,0,2025-02-21T23:12:43.6200000
3882,193,44,Fall,2022,C,2.00,completed,3,2024-11-09T23:12:43.6233333
3883,282,71,Spring,2024,A,4.00,completed,4,2025-07-22T23:12:43.6233333
3884,171,57,Fall,2024,B,3.00,completed,5,2024-09-05T23:12:43.6233333
3885,179,56,Fall,2024,F,0.00,completed,0,2024-09-15T23:12:43.6233333
3886,38,17,Spring,2021,B,3.00,completed,3,2025-09-09T23:12:43.6266667
3887,256,87,Spring,2022,B+,3.50,completed,5,2025-01-31T23:12:43.6266667
3888,81,5,Spring,2021,B+,3.50,completed,4,2025-08-20T23:12:43.6266667
3889,197,44,Spring,2022,C,2.00,completed,3,2025-10-07T23:12:43.6300000
3890,81,13,Spring,2023,C,2.00,completed,3,2025-04-30T23:12:43.6300000
3891,25,4,Spring,2023,B,3.00,completed,4,2025-03-08T23:12:43.6300000
3892,172,36,Spring,2021,A,4.00,completed,4,2024-07-29T23:12:43.6300000
3893,194,52,Fall,2021,C+,2.70,completed,3,2025-07-08T23:12:43.6333333
3894,166,37,Spring,2024,B+,3.50,completed,4,2025-02-13T23:12:43.6333333
3895,51,18,Spring,2023,C+,2.70,completed,4,2025-09-16T23:12:43.6333333
3896,294,80,Fall,2021,B+,3.50,completed,4,2025-10-24T23:12:43.6366667
3897,253,82,Spring,2023,B,3.00,completed,3,2025-06-10T23:12:43.6366667
3898,224,81,Fall,2022,B,3.00,completed,5,2024-10-04T23:12:43.6366667
3899,89,3,Fall,2021,F,0.00,completed,0,2024-11-03T23:12:43.6400000
3900,152,34,Fall,2024,C,2.00,completed,4,2024-08-13T23:12:43.6400000
3901,182,32,Spring,2021,C+,2.70,completed,4,2024-08-13T23:12:43.6400000
3902,170,31,Spring,2024,C+,2.70,completed,4,2025-08-27T23:12:43.6400000
3903,264,64,Spring,2022,D,1.00,completed,0,2025-06-29T23:12:43.6433333
3904,98,15,Fall,2024,C+,2.70,completed,4,2025-07-08T23:12:43.6433333
3905,50,12,Spring,2021,C,2.00,completed,4,2025-01-23T23:12:43.6433333
3906,211,85,Spring,2022,C+,2.70,completed,3,2025-07-26T23:12:43.6466667
3907,148,31,Fall,2024,B+,3.50,completed,4,2025-11-15T23:12:43.6466667
3908,115,16,Spring,2023,C+,2.70,completed,4,2025-02-19T23:12:43.6466667
3909,60,30,Spring,2024,C,2.00,completed,5,2025-01-09T23:12:43.6500000
3910,14,11,Fall,2022,C+,2.70,completed,4,2025-05-24T23:12:43.6500000
3911,129,58,Fall,2022,A,4.00,completed,5,2024-12-01T23:12:43.6500000
3912,17,23,Fall,2023,C+,2.70,completed,3,2025-05-01T23:12:43.6500000
3913,105,9,Spring,2022,A,4.00,completed,4,2024-09-26T23:12:43.6533333
3914,196,31,Spring,2023,C,2.00,completed,4,2025-05-23T23:12:43.6533333
3915,34,8,Spring,2021,C+,2.70,completed,4,2025-11-19T23:12:43.6533333
3916,41,29,Fall,2024,C+,2.70,completed,5,2025-01-10T23:12:43.6566667
3917,120,27,Fall,2023,A,4.00,completed,3,2025-07-18T23:12:43.6566667
3918,297,76,Spring,2021,F,0.00,completed,0,2024-08-23T23:12:43.6566667
3919,163,49,Fall,2023,B,3.00,completed,4,2025-06-19T23:12:43.6600000
3920,220,82,Fall,2024,A,4.00,completed,3,2025-09-10T23:12:43.6600000
3921,33,19,Fall,2023,A,4.00,completed,4,2025-02-22T23:12:43.6600000
3922,22,14,Spring,2024,C,2.00,completed,3,2025-08-05T23:12:43.6633333
3923,59,8,Spring,2022,C+,2.70,completed,4,2025-01-02T23:12:43.6633333
3924,72,6,Fall,2021,A,4.00,completed,4,2025-01-09T23:12:43.6633333
3925,81,25,Fall,2021,F,0.00,completed,0,2025-01-07T23:12:43.6666667
3926,118,1,Fall,2022,C,2.00,completed,4,2025-04-26T23:12:43.6666667
3927,36,12,Fall,2022,A,4.00,completed,4,2025-01-27T23:12:43.6666667
3928,253,85,Fall,2024,C+,2.70,completed,3,2025-10-04T23:12:43.6700000
3929,286,78,Spring,2023,C+,2.70,completed,3,2025-05-01T23:12:43.6700000
3930,121,35,Spring,2021,B,3.00,completed,4,2024-10-14T23:12:43.6700000
3931,14,24,Fall,2023,B,3.00,completed,3,2025-07-28T23:12:43.6700000
3932,11,25,Fall,2021,C+,2.70,completed,5,2025-01-09T23:12:43.6733333
3933,39,12,Fall,2022,C+,2.70,completed,4,2025-05-23T23:12:43.6733333
3934,282,82,Fall,2021,C,2.00,completed,3,2024-09-16T23:12:43.6733333
3935,61,15,Spring,2024,D,1.00,completed,0,2025-01-24T23:12:43.6766667
3936,261,86,Spring,2021,C+,2.70,completed,5,2025-04-04T23:12:43.6766667
3937,166,57,Spring,2022,B+,3.50,completed,5,2025-03-14T23:12:43.6766667
3938,299,71,Spring,2024,B,3.00,completed,4,2025-09-18T23:12:43.6800000
3939,58,12,Spring,2022,B,3.00,completed,4,2025-12-05T23:12:43.6800000
3940,263,69,Spring,2024,C,2.00,completed,4,2025-04-01T23:12:43.6800000
3941,148,43,Spring,2024,C,2.00,completed,3,2025-07-02T23:12:43.6800000
3942,223,83,Fall,2022,C+,2.70,completed,5,2025-10-16T23:12:43.6833333
3943,296,67,Spring,2023,B+,3.50,completed,4,2025-06-12T23:12:43.6833333
3944,35,22,Spring,2024,B,3.00,completed,5,2025-09-15T23:12:43.6866667
3945,250,88,Spring,2022,B,3.00,completed,5,2025-09-01T23:12:43.6866667
3946,202,46,Fall,2022,B,3.00,completed,4,2024-10-24T23:12:43.6900000
3947,51,4,Fall,2021,D,1.00,completed,0,2025-05-20T23:12:43.6900000
3948,165,33,Fall,2024,F,0.00,completed,0,2025-05-06T23:12:43.6900000
3949,75,9,Spring,2023,B,3.00,completed,4,2025-05-27T23:12:43.6900000
3950,7,4,Spring,2022,D,1.00,completed,0,2025-12-01T23:12:43.6900000
3951,26,7,Fall,2024,C,2.00,completed,4,2025-04-29T23:12:43.6933333
3952,286,72,Fall,2022,A,4.00,completed,4,2025-09-05T23:12:43.6933333
3953,55,23,Spring,2022,A,4.00,completed,3,2024-12-10T23:12:43.6933333
3954,120,7,Fall,2022,B+,3.50,completed,4,2025-12-05T23:12:43.6966667
3955,75,15,Fall,2022,C+,2.70,completed,4,2024-10-30T23:12:43.7000000
3956,236,81,Spring,2024,D,1.00,completed,0,2024-08-29T23:12:43.7000000
3957,178,58,Spring,2024,C+,2.70,completed,5,2024-07-29T23:12:43.7000000
3958,138,59,Fall,2023,B,3.00,completed,3,2025-11-13T23:12:43.7000000
3959,33,23,Spring,2021,A,4.00,completed,3,2024-07-24T23:12:43.7033333
3960,250,70,Spring,2022,C+,2.70,completed,4,2024-09-28T23:12:43.7033333
3961,1,23,Fall,2024,C+,2.70,completed,3,2025-07-27T23:12:43.7033333
3962,23,3,Spring,2024,C+,2.70,completed,4,2025-05-15T23:12:43.7066667
3963,127,44,Spring,2023,B,3.00,completed,3,2025-10-30T23:12:43.7066667
3964,255,84,Fall,2023,F,0.00,completed,0,2025-06-20T23:12:43.7066667
3965,28,7,Spring,2024,B+,3.50,completed,4,2024-12-19T23:12:43.7100000
3966,129,40,Fall,2021,C+,2.70,completed,4,2024-08-02T23:12:43.7100000
3967,183,55,Spring,2023,D,1.00,completed,0,2025-11-23T23:12:43.7100000
3968,273,78,Spring,2022,B,3.00,completed,3,2024-12-14T23:12:43.7100000
3969,100,9,Fall,2024,C+,2.70,completed,4,2025-08-02T23:12:43.7133333
3970,25,17,Fall,2023,C+,2.70,completed,3,2025-10-28T23:12:43.7133333
3971,270,76,Spring,2021,C,2.00,completed,4,2025-04-21T23:12:43.7133333
3972,122,49,Fall,2022,C+,2.70,completed,4,2024-09-10T23:12:43.7166667
3973,103,19,Spring,2021,B+,3.50,completed,4,2025-04-23T23:12:43.7166667
3974,78,2,Fall,2021,C,2.00,completed,4,2025-05-28T23:12:43.7200000
3975,19,26,Spring,2023,B,3.00,completed,5,2025-11-11T23:12:43.7200000
3976,1,26,Fall,2023,C+,2.70,completed,5,2025-10-20T23:12:43.7200000
3977,151,55,Spring,2021,C,2.00,completed,3,2024-08-04T23:12:43.7200000
3978,224,86,Spring,2021,A,4.00,completed,5,2025-09-22T23:12:43.7200000
3979,205,39,Fall,2023,B,3.00,completed,4,2025-10-28T23:12:43.7233333
3980,91,26,Spring,2023,B,3.00,completed,5,2025-08-15T23:12:43.7233333
3981,285,87,Fall,2021,B,3.00,completed,5,2024-12-04T23:12:43.7266667
3982,235,87,Fall,2024,C,2.00,completed,5,2024-11-17T23:12:43.7266667
3983,162,57,Spring,2024,C,2.00,completed,5,2025-06-16T23:12:43.7266667
3984,147,40,Spring,2024,B,3.00,completed,4,2025-03-16T23:12:43.7300000
3985,196,34,Fall,2021,C,2.00,completed,4,2025-08-12T23:12:43.7300000
3986,87,27,Fall,2023,C,2.00,completed,3,2024-11-09T23:12:43.7300000
3987,188,31,Spring,2024,C,2.00,completed,4,2025-10-03T23:12:43.7300000
3988,166,59,Fall,2022,C+,2.70,completed,3,2024-08-21T23:12:43.7333333
3989,123,47,Spring,2021,C,2.00,completed,4,2024-10-22T23:12:43.7333333
3990,175,42,Fall,2022,C+,2.70,completed,4,2025-11-25T23:12:43.7366667
3991,111,15,Fall,2021,D,1.00,completed,0,2025-01-03T23:12:43.7366667
3992,151,31,Spring,2024,C,2.00,completed,4,2025-03-20T23:12:43.7366667
3993,94,29,Spring,2024,C+,2.70,completed,5,2024-09-11T23:12:43.7366667
3994,199,38,Spring,2022,A,4.00,completed,4,2025-04-08T23:12:43.7400000
3995,45,13,Fall,2023,F,0.00,completed,0,2025-02-11T23:12:43.7400000
3996,85,3,Fall,2021,A,4.00,completed,4,2025-04-12T23:12:43.7400000
3997,163,46,Spring,2023,B+,3.50,completed,4,2025-09-23T23:12:43.7433333
3998,269,61,Fall,2021,B+,3.50,completed,4,2025-07-14T23:12:43.7433333
3999,174,33,Spring,2021,C+,2.70,completed,4,2025-07-23T23:12:43.7466667
4000,29,4,Spring,2023,B,3.00,completed,4,2025-07-12T23:12:43.7466667
4001,256,72,Spring,2022,B,3.00,completed,4,2024-09-19T23:12:43.7466667
4002,158,59,Spring,2023,C+,2.70,completed,3,2025-10-04T23:12:43.7500000
4003,166,33,Spring,2022,B,3.00,completed,4,2025-06-25T23:12:43.7500000
4004,168,32,Spring,2024,B,3.00,completed,4,2025-05-17T23:12:43.7500000
4005,141,45,Fall,2021,C,2.00,completed,4,2024-12-28T23:12:43.7533333
4006,23,11,Fall,2022,F,0.00,completed,0,2025-10-01T23:12:43.7533333
4007,40,30,Spring,2023,B,3.00,completed,5,2024-10-12T23:12:43.7566667
4008,111,18,Spring,2023,C+,2.70,completed,4,2025-01-18T23:12:43.7566667
4009,157,41,Spring,2022,A,4.00,completed,4,2024-09-26T23:12:43.7566667
4010,24,26,Fall,2024,B+,3.50,completed,5,2025-02-17T23:12:43.7600000
4011,2,3,Fall,2022,C+,2.70,completed,4,2024-09-08T23:12:43.7600000
4012,232,68,Fall,2023,B,3.00,completed,4,2025-10-29T23:12:43.7633333
4013,107,12,Fall,2024,C,2.00,completed,4,2025-01-25T23:12:43.7633333
4014,250,66,Fall,2022,C,2.00,completed,4,2025-06-27T23:12:43.7633333
4015,14,30,Spring,2021,F,0.00,completed,0,2024-08-22T23:12:43.7666667
4016,267,69,Fall,2023,A,4.00,completed,4,2025-09-22T23:12:43.7666667
4017,206,41,Fall,2024,C,2.00,completed,4,2025-07-14T23:12:43.7666667
4018,26,10,Spring,2024,B+,3.50,completed,4,2025-07-03T23:12:43.7666667
4019,169,56,Fall,2023,C,2.00,completed,5,2025-05-03T23:12:43.7700000
4020,255,77,Fall,2024,C+,2.70,completed,4,2025-11-29T23:12:43.7700000
4021,246,88,Spring,2021,B+,3.50,completed,5,2025-05-07T23:12:43.7700000
4022,60,20,Spring,2022,C+,2.70,completed,3,2025-05-12T23:12:43.7700000
4023,25,10,Spring,2022,C,2.00,completed,4,2024-12-26T23:12:43.7733333
4024,29,23,Fall,2021,B,3.00,completed,3,2025-07-27T23:12:43.7733333
4025,78,24,Fall,2024,C+,2.70,completed,3,2025-04-21T23:12:43.7733333
4026,54,4,Fall,2023,C+,2.70,completed,4,2024-08-27T23:12:43.7766667
4027,291,68,Fall,2024,C+,2.70,completed,4,2025-04-27T23:12:43.7766667
4028,65,12,Spring,2021,C+,2.70,completed,4,2024-11-28T23:12:43.7766667
4029,95,16,Fall,2022,B+,3.50,completed,4,2024-11-14T23:12:43.7766667
4030,55,30,Fall,2021,B+,3.50,completed,5,2025-11-02T23:12:43.7800000
4031,226,65,Fall,2024,F,0.00,completed,0,2025-08-14T23:12:43.7800000
4032,296,62,Spring,2022,C+,2.70,completed,4,2024-07-25T23:12:43.7800000
4033,155,50,Spring,2022,A,4.00,completed,4,2025-11-25T23:12:43.7800000
4034,190,43,Spring,2023,C+,2.70,completed,3,2024-12-29T23:12:43.7833333
4035,87,12,Fall,2022,C,2.00,completed,4,2025-05-16T23:12:43.7833333
4036,300,68,Fall,2023,B,3.00,completed,4,2025-07-15T23:12:43.7866667
4037,256,74,Spring,2021,F,0.00,completed,0,2025-07-08T23:12:43.7866667
4038,108,10,Fall,2023,C+,2.70,completed,4,2024-09-20T23:12:43.7866667
4039,70,11,Spring,2024,D,1.00,completed,0,2024-12-08T23:12:43.7900000
4040,15,6,Spring,2024,C+,2.70,completed,4,2025-05-07T23:12:43.7900000
4041,114,25,Fall,2021,D,1.00,completed,0,2024-11-04T23:12:43.7900000
4042,96,4,Fall,2021,C,2.00,completed,4,2024-12-15T23:12:43.7933333
4043,215,78,Fall,2021,B+,3.50,completed,3,2025-07-01T23:12:43.7933333
4044,228,63,Fall,2024,C,2.00,completed,4,2024-12-23T23:12:43.7933333
4045,119,24,Spring,2024,B,3.00,completed,3,2024-08-14T23:12:43.7933333
4046,283,66,Fall,2022,B+,3.50,completed,4,2025-06-24T23:12:43.7966667
4047,113,15,Spring,2024,C+,2.70,completed,4,2025-01-15T23:12:43.7966667
4048,57,6,Fall,2021,C+,2.70,completed,4,2025-01-11T23:12:43.8000000
4049,162,40,Fall,2024,A,4.00,completed,4,2024-11-03T23:12:43.8000000
4050,210,52,Spring,2024,A,4.00,completed,3,2024-09-27T23:12:43.8000000
4051,116,2,Fall,2024,C+,2.70,completed,4,2025-07-02T23:12:43.8000000
4052,52,16,Fall,2021,D,1.00,completed,0,2025-07-29T23:12:43.8033333
4053,74,21,Fall,2021,B,3.00,completed,5,2025-08-11T23:12:43.8033333
4054,100,14,Spring,2023,D,1.00,completed,0,2024-10-25T23:12:43.8066667
4055,91,21,Spring,2022,C+,2.70,completed,5,2024-12-17T23:12:43.8066667
4056,208,37,Fall,2022,B,3.00,completed,4,2024-12-12T23:12:43.8100000
4057,71,28,Spring,2023,B,3.00,completed,5,2025-07-12T23:12:43.8100000
4058,279,85,Spring,2023,B,3.00,completed,3,2025-02-03T23:12:43.8100000
4059,287,64,Fall,2023,D,1.00,completed,0,2024-08-14T23:12:43.8100000
4060,19,10,Spring,2024,B,3.00,completed,4,2025-05-26T23:12:43.8100000
4061,283,87,Spring,2021,B+,3.50,completed,5,2025-09-28T23:12:43.8133333
4062,217,66,Fall,2024,C,2.00,completed,4,2025-11-04T23:12:43.8133333
4063,154,52,Fall,2021,D,1.00,completed,0,2024-08-18T23:12:43.8166667
4064,93,28,Fall,2022,C+,2.70,completed,5,2025-09-10T23:12:43.8166667
4065,92,9,Spring,2022,C+,2.70,completed,4,2025-01-13T23:12:43.8166667
4066,263,66,Spring,2024,B,3.00,completed,4,2024-12-13T23:12:43.8200000
4067,26,9,Spring,2023,C+,2.70,completed,4,2025-08-15T23:12:43.8200000
4068,54,19,Fall,2024,B,3.00,completed,4,2025-08-05T23:12:43.8233333
4069,151,45,Spring,2023,B,3.00,completed,4,2025-04-18T23:12:43.8233333
4070,199,55,Spring,2024,A,4.00,completed,3,2025-05-08T23:12:43.8266667
4071,213,68,Spring,2021,B+,3.50,completed,4,2024-09-04T23:12:43.8300000
4072,190,31,Spring,2023,B+,3.50,completed,4,2025-02-02T23:12:43.8300000
4073,260,69,Fall,2022,D,1.00,completed,0,2025-04-03T23:12:43.8300000
4074,276,88,Spring,2024,C+,2.70,completed,5,2025-10-21T23:12:43.8333333
4075,292,86,Spring,2021,C+,2.70,completed,5,2024-07-31T23:12:43.8333333
4076,89,11,Spring,2023,C+,2.70,completed,4,2025-08-04T23:12:43.8366667
4077,88,1,Spring,2022,B+,3.50,completed,4,2024-12-15T23:12:43.8366667
4078,282,72,Spring,2023,A,4.00,completed,4,2024-11-18T23:12:43.8400000
4079,69,27,Fall,2022,D,1.00,completed,0,2024-11-04T23:12:43.8400000
4080,208,32,Fall,2021,C+,2.70,completed,4,2024-10-09T23:12:43.8400000
4081,243,85,Spring,2024,D,1.00,completed,0,2025-09-23T23:12:43.8433333
4082,14,10,Fall,2023,C+,2.70,completed,4,2024-09-27T23:12:43.8433333
4083,212,65,Fall,2022,D,1.00,completed,0,2024-12-29T23:12:43.8466667
4084,193,34,Spring,2024,D,1.00,completed,0,2025-01-28T23:12:43.8466667
4085,9,30,Fall,2021,C,2.00,completed,5,2025-06-06T23:12:43.8500000
4086,12,19,Fall,2021,C,2.00,completed,4,2025-09-27T23:12:43.8500000
4087,218,65,Fall,2023,F,0.00,completed,0,2025-01-05T23:12:43.8500000
